reviewerID,overall,asin,unixReviewTime
4141,"[2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0]","[1732, 2920, 4062, 2255, 156, 155, 508, 1753, 21]","[15884.0, 16227.0, 16307.0, 16341.0, 16489.0, 16489.0, 16954.0, 16954.0, 17018.0]"
4142,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[3127, 159, 2540, 2332, 3308, 2710, 3002, 510]","[15988.0, 15988.0, 15988.0, 15988.0, 15988.0, 15988.0, 15988.0, 15988.0]"
4143,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1562, 610, 18, 156, 155, 4624]","[16718.0, 17161.0, 17161.0, 17165.0, 17165.0, 17529.0]"
4144,"[5.0, 5.0, 5.0, 5.0, 5.0]","[4476, 4670, 5369, 949, 949]","[17501.0, 17501.0, 17542.0, 17542.0, 17542.0]"
4145,"[4.0, 1.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 2.0]","[3192, 2521, 4049, 1893, 4501, 4634, 4972, 4697, 5137]","[15881.0, 15922.0, 16301.0, 16732.0, 16765.0, 16774.0, 16800.0, 16990.0, 17605.0]"
4146,"[5.0, 5.0, 5.0, 5.0, 5.0]","[286, 1029, 1029, 934, 934]","[14236.0, 14722.0, 14722.0, 16325.0, 16325.0]"
4147,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4444, 1058, 1058, 135, 99, 1058, 1382, 135, 1058, 4610, 5062]","[16582.0, 16583.0, 16583.0, 16583.0, 16583.0, 17134.0, 17134.0, 17134.0, 17134.0, 17134.0, 17214.0]"
4148,"[2.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 4.0]","[238, 4170, 4282, 2179, 3702, 3561, 4773, 4771, 3013, 5084, 4028]","[16550.0, 16562.0, 16568.0, 16705.0, 16883.0, 16918.0, 17023.0, 17023.0, 17231.0, 17555.0, 17666.0]"
4149,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[64, 2235, 1039, 1039, 4268, 2508]","[15759.0, 15759.0, 16307.0, 16307.0, 16537.0, 16686.0]"
4150,"[5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0]","[1982, 5066, 3846, 2481, 1999, 1753, 3211, 1753, 3220, 3214, 3818, 1753]","[15946.0, 15971.0, 15971.0, 15971.0, 16211.0, 16211.0, 16211.0, 16211.0, 16211.0, 16211.0, 16309.0, 16309.0]"
4151,"[5.0, 5.0, 4.0, 2.0, 2.0, 5.0, 2.0, 2.0]","[2190, 1621, 293, 155, 1065, 75, 1065, 156]","[15833.0, 15833.0, 15833.0, 15833.0, 15833.0, 15833.0, 15833.0, 15833.0]"
4152,"[3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 2.0, 4.0, 3.0, 5.0]","[3928, 721, 1403, 4482, 5366, 1780, 2271, 494, 839, 4752]","[16380.0, 16734.0, 16736.0, 16957.0, 17117.0, 17195.0, 17229.0, 17540.0, 17584.0, 17690.0]"
4153,"[4.0, 4.0, 5.0, 5.0, 5.0]","[285, 2371, 2255, 61, 62]","[12598.0, 15253.0, 15265.0, 15364.0, 15364.0]"
4154,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0]","[4949, 4074, 1034, 1034, 841, 4130, 1746, 3875, 5359]","[17142.0, 17145.0, 17195.0, 17195.0, 17276.0, 17333.0, 17338.0, 17341.0, 17386.0]"
4155,"[3.0, 4.0, 1.0, 3.0, 3.0]","[39, 748, 746, 993, 1030]","[17341.0, 17341.0, 17341.0, 17341.0, 17341.0]"
4156,"[2.0, 5.0, 3.0, 5.0, 5.0]","[2448, 574, 1538, 904, 904]","[16502.0, 17232.0, 17316.0, 17410.0, 17410.0]"
4157,"[5.0, 4.0, 4.0, 4.0, 5.0]","[5247, 358, 2785, 3123, 1860]","[17412.0, 17527.0, 17588.0, 17588.0, 17588.0]"
4158,"[4.0, 5.0, 4.0, 5.0, 5.0]","[25, 4719, 4357, 1544, 4746]","[17351.0, 17404.0, 17629.0, 17658.0, 17661.0]"
4159,"[3.0, 5.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 2.0, 5.0, 2.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.0, 2.0]","[1495, 2619, 3990, 699, 1725, 1705, 1846, 3360, 1595, 4675, 953, 3308, 3127, 1391, 510, 2332, 2540, 2710, 3002, 3115, 159, 953, 5201]","[16156.0, 16160.0, 16291.0, 16291.0, 16294.0, 16294.0, 16597.0, 16597.0, 16907.0, 16907.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 16945.0, 17651.0]"
4160,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1965, 2148, 2148, 1965, 1965, 2148]","[15796.0, 15796.0, 15796.0, 15796.0, 15796.0, 15796.0]"
4161,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[1260, 1473, 791, 3544, 2278, 4530, 4127, 2427, 4765, 4056, 4977, 4858, 1470, 5320, 4738, 3471, 25, 3651, 4130, 5194, 2880, 4357, 1606, 408, 551]","[15384.0, 15493.0, 15965.0, 16129.0, 16133.0, 16629.0, 16733.0, 16738.0, 16754.0, 16867.0, 16888.0, 16895.0, 17056.0, 17081.0, 17156.0, 17195.0, 17333.0, 17338.0, 17344.0, 17409.0, 17490.0, 17631.0, 17640.0, 17655.0, 17667.0]"
4162,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[159, 3308, 3127, 3002, 510, 2710, 2540, 2332]","[16111.0, 16111.0, 16111.0, 16111.0, 16111.0, 16111.0, 16111.0, 16111.0]"
4163,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3093, 2001, 1828, 204, 395]","[17222.0, 17222.0, 17264.0, 17300.0, 17410.0]"
4164,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3641, 1544, 1544, 1544, 935, 935, 3470]","[16388.0, 16388.0, 16598.0, 16598.0, 17018.0, 17018.0, 17183.0]"
4165,"[4.0, 2.0, 5.0, 2.0, 2.0]","[1319, 2336, 2940, 2964, 3094]","[16832.0, 16832.0, 16832.0, 16832.0, 16832.0]"
4166,"[2.0, 4.0, 5.0, 4.0, 5.0, 3.0, 5.0, 4.0, 2.0, 5.0, 4.0, 3.0, 5.0, 1.0, 4.0, 4.0, 3.0, 3.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 3.0, 2.0, 2.0, 3.0, 4.0, 3.0, 3.0, 4.0]","[4253, 2836, 4246, 4392, 4511, 4477, 3271, 2520, 139, 2356, 4501, 3665, 3408, 4418, 5103, 3645, 5124, 4481, 5149, 3623, 3542, 95, 2843, 604, 3471, 3013, 841, 1746, 4867, 4130, 5220, 4932]","[16381.0, 16426.0, 16444.0, 16520.0, 16571.0, 16743.0, 16745.0, 16745.0, 16745.0, 16745.0, 16769.0, 16778.0, 16778.0, 16812.0, 16869.0, 16872.0, 17011.0, 17016.0, 17136.0, 17156.0, 17162.0, 17178.0, 17178.0, 17178.0, 17209.0, 17231.0, 17283.0, 17341.0, 17634.0, 17747.0, 17753.0, 17753.0]"
4167,"[3.0, 2.0, 4.0, 3.0, 3.0, 3.0, 5.0, 2.0, 3.0, 4.0, 4.0, 3.0, 2.0, 4.0, 2.0, 4.0]","[1337, 4046, 1415, 4044, 4618, 2604, 2160, 4970, 3586, 1144, 1144, 3133, 3746, 5128, 3545, 5220]","[16086.0, 16291.0, 16368.0, 16413.0, 16707.0, 16736.0, 16821.0, 16977.0, 16984.0, 17055.0, 17055.0, 17174.0, 17262.0, 17401.0, 17431.0, 17738.0]"
4168,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1430, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]","[15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0, 15714.0]"
4169,"[4.0, 5.0, 3.0, 2.0, 1.0]","[4125, 4477, 5233, 2978, 3963]","[16728.0, 16735.0, 16958.0, 17004.0, 17200.0]"
4170,"[4.0, 4.0, 4.0, 2.0, 5.0]","[3030, 4508, 2160, 5070, 3779]","[16386.0, 16760.0, 16823.0, 17188.0, 17272.0]"
4171,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1430, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]","[17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0, 17033.0]"
4172,"[4.0, 5.0, 5.0, 5.0, 5.0]","[4510, 2267, 2266, 156, 155]","[16593.0, 16637.0, 16637.0, 16791.0, 16791.0]"
4173,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","[806, 1191, 5065, 4075, 4074, 4900, 2646, 4864]","[17281.0, 17281.0, 17281.0, 17281.0, 17281.0, 17281.0, 17281.0, 17281.0]"
4174,"[5.0, 5.0, 5.0, 5.0, 5.0]","[298, 2145, 1397, 1986, 2678]","[16813.0, 16813.0, 16830.0, 16838.0, 16850.0]"
4175,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5261, 1088, 1088, 797, 1530, 1651, 1088, 1088, 1391, 214, 576, 817, 1088, 1088, 1088, 5261, 1088, 1711, 3821, 1209, 1209]","[16325.0, 16325.0, 16325.0, 16357.0, 16357.0, 16379.0, 16388.0, 16388.0, 16391.0, 16402.0, 16410.0, 16483.0, 16522.0, 16522.0, 16522.0, 16522.0, 16522.0, 16541.0, 16729.0, 16990.0, 16990.0]"
4176,"[4.0, 5.0, 5.0, 5.0, 1.0]","[1651, 2481, 1850, 2954, 2481]","[16388.0, 16444.0, 16444.0, 16706.0, 16743.0]"
4177,"[4.0, 3.0, 5.0, 4.0, 5.0, 5.0]","[3101, 2535, 1260, 4601, 696, 5293]","[16840.0, 16840.0, 16869.0, 17040.0, 17102.0, 17109.0]"
4178,"[4.0, 4.0, 5.0, 5.0, 5.0]","[4663, 3013, 3580, 4130, 1746]","[17280.0, 17288.0, 17306.0, 17336.0, 17365.0]"
4179,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2610, 3058, 3391, 3272, 1088, 1088, 2605]","[16161.0, 16161.0, 16171.0, 16171.0, 16252.0, 16252.0, 16314.0]"
4180,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4566, 4176, 4567, 909, 909, 3873]","[16622.0, 16622.0, 16622.0, 16622.0, 16622.0, 16622.0]"
4181,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3395, 1100, 1957, 1100, 2613]","[16164.0, 17197.0, 17197.0, 17197.0, 17197.0]"
4182,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[998, 1429, 998, 2704, 3736, 3876, 4802, 2889, 4804, 825]","[16755.0, 16755.0, 16755.0, 16953.0, 17021.0, 17056.0, 17065.0, 17065.0, 17376.0, 17570.0]"
4183,"[3.0, 5.0, 3.0, 1.0, 3.0]","[2175, 2361, 1352, 60, 524]","[16306.0, 16332.0, 16375.0, 16385.0, 16385.0]"
4184,"[4.0, 2.0, 5.0, 2.0, 5.0, 5.0, 4.0]","[1762, 1651, 2, 2256, 2, 3531, 4444]","[15973.0, 15973.0, 16195.0, 16281.0, 16819.0, 16819.0, 17142.0]"
4185,"[4.0, 1.0, 3.0, 4.0, 3.0, 3.0, 5.0, 4.0, 2.0]","[2869, 2230, 2979, 1714, 1611, 2377, 2143, 1527, 5273]","[15744.0, 15779.0, 15808.0, 15990.0, 15992.0, 16309.0, 16309.0, 16411.0, 17718.0]"
4186,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5072, 3662, 5178, 5182, 5098, 4838]","[17175.0, 17175.0, 17175.0, 17238.0, 17238.0, 17275.0]"
4187,"[5.0, 5.0, 5.0, 5.0, 5.0]","[929, 929, 966, 966, 2128]","[16538.0, 16538.0, 16875.0, 16875.0, 17086.0]"
4188,"[5.0, 5.0, 2.0, 3.0, 5.0]","[2102, 2415, 2103, 2111, 1943]","[16412.0, 16412.0, 16412.0, 16427.0, 17063.0]"
4189,"[5.0, 4.0, 5.0, 4.0, 5.0]","[2530, 4558, 3101, 4665, 2736]","[16579.0, 16599.0, 16599.0, 16716.0, 16738.0]"
4190,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3308, 3127, 3002, 2710, 2540, 2332, 510, 159]","[16382.0, 16382.0, 16382.0, 16382.0, 16382.0, 16382.0, 16382.0, 16382.0]"
4191,"[4.0, 5.0, 5.0, 5.0, 5.0]","[1689, 4404, 4461, 1177, 1177]","[16776.0, 17028.0, 17028.0, 17657.0, 17657.0]"
4192,"[5.0, 5.0, 5.0, 5.0, 2.0]","[3417, 642, 2986, 323, 5262]","[16236.0, 17077.0, 17169.0, 17172.0, 17623.0]"
4193,"[3.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[2280, 3901, 316, 5319, 4377, 3773]","[15925.0, 16553.0, 16895.0, 17067.0, 17214.0, 17450.0]"
4194,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[926, 926, 1140, 1140, 1140, 1140, 787, 927]","[13929.0, 13929.0, 13937.0, 13937.0, 13937.0, 13937.0, 13948.0, 13948.0]"
4195,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1700, 1196, 1680, 2130, 1196, 685, 590, 541]","[15947.0, 16784.0, 16784.0, 16784.0, 16784.0, 17166.0, 17405.0, 17405.0]"
4196,"[2.0, 2.0, 2.0, 3.0, 3.0]","[693, 929, 929, 610, 18]","[16177.0, 16283.0, 16283.0, 17637.0, 17637.0]"
4197,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[2716, 1181, 1181, 1515, 2544, 4125, 493]","[16802.0, 16802.0, 16802.0, 16806.0, 16873.0, 16873.0, 17007.0]"
4198,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 1.0]","[887, 887, 1152, 1152, 2469, 459, 2360, 3082, 3040, 2125, 1419, 1757, 2850]","[16409.0, 16409.0, 16409.0, 16409.0, 16562.0, 17013.0, 17084.0, 17106.0, 17106.0, 17106.0, 17168.0, 17168.0, 17292.0]"
4199,"[5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0]","[791, 1580, 1346, 3631, 4044, 1938, 2948, 654, 4389, 721, 3902, 95, 3545, 3408, 3561, 5348, 3889, 5160, 1165, 1165, 5241, 5369, 1632, 5236, 3470, 1510, 1833, 3013, 4130, 3875, 25, 3651, 4129, 1294, 1544]","[15944.0, 16131.0, 16394.0, 16410.0, 16418.0, 16712.0, 16716.0, 16746.0, 16746.0, 16761.0, 16761.0, 16763.0, 16763.0, 16780.0, 16928.0, 16970.0, 16985.0, 16990.0, 17060.0, 17060.0, 17071.0, 17111.0, 17160.0, 17184.0, 17213.0, 17235.0, 17241.0, 17249.0, 17345.0, 17346.0, 17362.0, 17365.0, 17387.0, 17678.0, 17681.0]"
4200,"[5.0, 4.0, 4.0, 1.0, 3.0, 4.0, 3.0]","[2953, 2138, 2368, 1380, 4525, 861, 5297]","[16397.0, 16582.0, 16892.0, 17088.0, 17159.0, 17243.0, 17662.0]"
4201,"[5.0, 3.0, 5.0, 5.0, 5.0]","[795, 1596, 2679, 1104, 1104]","[15556.0, 16141.0, 16141.0, 16975.0, 16975.0]"
4202,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[4034, 4044, 4049, 4036, 4050, 4037]","[16262.0, 16262.0, 16262.0, 16262.0, 16276.0, 16276.0]"
4203,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1595, 1596, 2251, 4088, 2851, 4545, 5021, 4089]","[17616.0, 17616.0, 17616.0, 17616.0, 17616.0, 17616.0, 17616.0, 17616.0]"
4204,"[4.0, 5.0, 2.0, 2.0, 3.0, 5.0]","[3943, 1887, 1218, 1730, 4423, 5249]","[16587.0, 16594.0, 17266.0, 17266.0, 17266.0, 17266.0]"
4205,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 3.0]","[1304, 141, 2279, 1457, 185, 4256, 3333, 515, 3544, 2643]","[16286.0, 16310.0, 16333.0, 16463.0, 16480.0, 17010.0, 17052.0, 17052.0, 17690.0, 17692.0]"
4206,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 2.0]","[699, 1706, 819, 699, 20, 1519, 3408]","[16801.0, 16801.0, 16985.0, 17008.0, 17182.0, 17182.0, 17432.0]"
4207,"[2.0, 2.0, 2.0, 2.0, 2.0]","[4158, 5028, 1197, 1197, 2965]","[16952.0, 16952.0, 16989.0, 16989.0, 17271.0]"
4208,"[5.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[1965, 2148, 2148, 1965, 1965, 2148]","[16451.0, 16451.0, 16451.0, 16451.0, 16451.0, 16451.0]"
4209,"[3.0, 5.0, 3.0, 4.0, 5.0, 4.0, 5.0]","[1275, 1275, 1275, 18, 18, 610, 610]","[16546.0, 16546.0, 16900.0, 17148.0, 17148.0, 17148.0, 17148.0]"
4210,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1544, 3227, 2007, 3055, 3622]","[16551.0, 16561.0, 16669.0, 16813.0, 17599.0]"
4211,"[5.0, 1.0, 1.0, 1.0, 1.0]","[1260, 301, 2234, 1142, 1142]","[15999.0, 16106.0, 16198.0, 16293.0, 16293.0]"
4212,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[159, 510, 3308, 3127, 2710, 2540, 2332, 3002]","[15968.0, 15968.0, 15968.0, 15968.0, 15968.0, 15968.0, 15968.0, 15968.0]"
4213,"[5.0, 1.0, 3.0, 5.0, 5.0]","[612, 508, 656, 89, 3156]","[15453.0, 15755.0, 16207.0, 16207.0, 16220.0]"
4214,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1753, 3211, 1753, 1753, 1753, 1753]","[15993.0, 15993.0, 15993.0, 15993.0, 16098.0, 16144.0]"
4215,"[5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 1.0]","[153, 578, 66, 934, 934, 18, 610]","[16909.0, 16909.0, 16909.0, 17513.0, 17513.0, 17541.0, 17541.0]"
4216,"[5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0]","[2087, 5061, 342, 891, 1569, 2338, 796]","[17402.0, 17402.0, 17402.0, 17445.0, 17445.0, 17445.0, 17445.0]"
4217,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1198, 486, 1198, 1237, 2986]","[16153.0, 16153.0, 16153.0, 16357.0, 16680.0]"
4218,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[289, 289, 3423, 2259, 1275, 1275]","[16271.0, 16271.0, 16307.0, 16444.0, 16551.0, 16551.0]"
4219,"[5.0, 4.0, 3.0, 3.0, 3.0, 5.0, 4.0, 5.0, 4.0]","[2279, 1728, 238, 4079, 4745, 2544, 3221, 5347, 4746]","[16141.0, 16425.0, 16557.0, 16605.0, 16749.0, 16753.0, 16779.0, 17228.0, 17751.0]"
4220,"[5.0, 5.0, 2.0, 5.0, 2.0, 2.0, 5.0, 5.0, 5.0]","[1088, 1088, 1088, 1732, 5261, 1088, 1333, 1331, 1785]","[16362.0, 16362.0, 16362.0, 16362.0, 16362.0, 16362.0, 16945.0, 16945.0, 16983.0]"
4221,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1177, 1177, 1209, 2535, 1209]","[17082.0, 17082.0, 17082.0, 17082.0, 17082.0]"
4222,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1260, 2380, 5055, 987, 987]","[16059.0, 16059.0, 17146.0, 17262.0, 17262.0]"
4223,"[5.0, 5.0, 5.0, 2.0, 1.0, 5.0]","[1558, 3091, 3191, 1522, 3841, 1762]","[16172.0, 16180.0, 16211.0, 16252.0, 16467.0, 16542.0]"
