,reviewerID,overall,asin,unixReviewTime
5112,5113,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 2.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 2.0, 5.0, 2.0, 3.0, 5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2379, 2505, 2505, 2562, 3803, 3114, 4036, 3201, 1397, 4154, 3161, 4143, 1890, 477, 1589, 3603, 3734, 3020, 4385, 3123, 2755, 2730, 4389, 1436, 4508, 4953, 1218, 2173, 3808, 139, 3639, 5106, 5103, 5102, 2920, 4832, 2803, 4984, 192, 5069, 1623, 4189, 5253, 4755, 156, 155, 155, 156, 3889, 5259, 3377, 5123, 5169, 5258, 5168, 5124, 4797, 2978, 5382, 4771, 1706, 5230, 5079, 3460, 3154, 5024, 2736, 1111, 1111, 3257, 5319, 5034, 4825, 5291, 4949, 4738, 4075, 4074, 2524, 1632, 3542, 95, 5365, 1563, 3013, 4130, 3742, 3875, 3651, 4075, 5194, 25, 25, 3623, 839, 5065, 5197, 4749, 5354, 5307, 5310]","[3066.0, 3536.0, 3536.001, 3544.0, 3592.0, 3593.0, 3677.0, 3709.0, 3781.0, 3782.0, 3789.0, 3789.001, 3826.0, 3830.0, 3838.0, 3862.0, 3867.0, 3951.0, 3951.001, 4033.0, 4038.0, 4133.0, 4133.001, 4159.0, 4166.0, 4166.001, 4169.0, 4169.001, 4169.002, 4169.003, 4196.0, 4288.0, 4288.001, 4292.0, 4298.0, 4318.0, 4354.0, 4363.0, 4363.001, 4386.0, 4387.0, 4388.0, 4388.001, 4389.0, 4390.0, 4390.001, 4390.002, 4390.003, 4391.0, 4394.0, 4395.0, 4395.001, 4396.0, 4402.0, 4402.001, 4404.0, 4404.001, 4404.002, 4411.0, 4423.0, 4432.0, 4441.0, 4441.001, 4447.0, 4447.001, 4450.0, 4450.001, 4450.002, 4450.003, 4450.004, 4453.0, 4459.0, 4473.0, 4553.0, 4575.0, 4575.001, 4575.002, 4575.003, 4575.004, 4575.005, 4629.0, 4630.0, 4643.0, 4668.0, 4753.0, 4806.0, 4806.001, 4807.0, 4807.001, 4807.002, 4807.003, 4807.004, 4807.005, 4815.0, 4815.001, 4815.002, 5161.0, 5161.001, 5161.002, 5179.0, 5179.001]"
5113,5114,"[1.0, 5.0, 5.0, 5.0, 5.0]","[1829, 152, 985, 985, 4504]","[4942.0, 4942.001, 4942.002, 4942.003, 5120.0]"
5114,5115,"[4.0, 2.0, 5.0, 5.0, 3.0, 4.0]","[4400, 4871, 985, 985, 4766, 5106]","[4104.0, 4133.0, 4133.001, 4133.002, 4181.0, 4288.0]"
5115,5116,"[4.0, 5.0, 4.0, 1.0, 1.0, 1.0]","[316, 4151, 620, 135, 1058, 1058]","[3797.0, 3882.0, 4376.0, 5060.0, 5060.001, 5060.002]"
5116,5117,"[5.0, 1.0, 5.0, 5.0, 2.0, 4.0, 5.0, 5.0]","[1555, 5127, 1296, 1309, 5134, 3800, 2815, 2320]","[4487.0, 4526.0, 4838.0, 4838.001, 5017.0, 5017.001, 5101.0, 5101.001]"
5117,5118,"[5.0, 5.0, 4.0, 4.0, 3.0]","[2610, 4518, 4369, 1035, 4107]","[2510.0, 3655.0, 4279.0, 4898.0, 5104.0]"
5118,5119,"[5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 3.0]","[988, 988, 3907, 5134, 3565, 1998, 1310]","[3967.0, 3967.001, 3967.002, 4408.0, 4408.001, 4660.0, 4660.001]"
5119,5120,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2793, 1666, 1366, 681, 1898, 3157]","[3770.0, 3770.001, 3770.002, 3770.003, 3770.004, 4162.0]"
5120,5121,"[5.0, 5.0, 5.0, 4.0, 5.0]","[1075, 1075, 1391, 3069, 4392]","[3971.0, 3971.001, 4996.0, 4996.001, 4996.002]"
5121,5122,"[4.0, 5.0, 5.0, 5.0, 5.0]","[1276, 1198, 486, 1198, 268]","[2837.0, 2837.001, 2837.002, 2837.003, 2839.0]"
5122,5123,"[3.0, 3.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[4049, 4724, 2730, 3902, 1938, 3580, 4250, 95, 2168, 5198, 5173, 5060, 4301, 5386, 25, 1746, 4130, 4130, 25, 3411]","[3703.0, 4126.0, 4126.001, 4130.0, 4131.0, 4134.0, 4135.0, 4174.0, 4504.0, 4635.0, 4635.001, 4663.0, 4694.0, 4695.0, 4751.0, 4754.0, 4756.0, 4756.001, 4756.002, 4814.0]"
5123,5124,"[5.0, 5.0, 5.0, 5.0, 5.0]","[4756, 4523, 3044, 3907, 3158]","[4485.0, 4485.001, 4485.002, 4485.003, 4819.0]"
5124,5125,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[3362, 3443, 3363, 3365, 3364, 3366, 3368, 3367, 3367]","[3403.0, 3403.001, 3403.002, 3403.003, 3403.004, 3403.005, 3403.006, 3403.007, 3403.008]"
5125,5126,"[4.0, 4.0, 4.0, 5.0, 5.0]","[3724, 4598, 1424, 3577, 3175]","[4010.0, 4212.0, 4277.0, 4277.001, 4337.0]"
5126,5127,"[5.0, 2.0, 2.0, 5.0, 5.0, 5.0, 4.0, 5.0, 2.0]","[2969, 1208, 1208, 3547, 2255, 1711, 4058, 715, 4413]","[3562.0, 3563.0, 3563.001, 3738.0, 3992.0, 3992.001, 4005.0, 4097.0, 5127.0]"
5127,5128,"[5.0, 5.0, 4.0, 3.0, 5.0]","[319, 3417, 2914, 1562, 4828]","[2834.0, 3760.0, 4141.0, 4141.001, 4141.002]"
5128,5129,"[5.0, 5.0, 5.0, 5.0, 1.0, 1.0]","[1785, 699, 1860, 3890, 983, 983]","[4408.0, 4408.001, 4513.0, 4599.0, 4878.0, 4878.001]"
5129,5130,"[5.0, 5.0, 5.0, 3.0, 3.0]","[3392, 1004, 508, 1096, 1096]","[3857.0, 3857.001, 4456.0, 4637.0, 4637.001]"
5130,5131,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3102, 3352, 3464, 3412, 1852]","[3920.0, 3920.001, 3920.002, 3940.0, 4338.0]"
5131,5132,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2400, 1965, 2908, 2148, 2120]","[2766.0, 2766.001, 2766.002, 2766.003, 2766.004]"
5132,5133,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0]","[470, 457, 465, 470, 983, 983]","[3785.0, 3785.001, 4124.0, 4425.0, 4435.0, 4435.001]"
5133,5134,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2006, 2108, 2291, 1382, 5137]","[3411.0, 3701.0, 4388.0, 4388.001, 4454.0]"
5134,5135,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[2466, 106, 200, 2514, 5331, 2401]","[4050.0, 4542.0, 4542.001, 4797.0, 4820.0, 4993.0]"
5135,5136,"[5.0, 1.0, 5.0, 3.0, 3.0]","[434, 2612, 3025, 916, 916]","[2981.0, 3058.0, 3144.0, 3254.0, 3254.001]"
5136,5137,"[5.0, 5.0, 5.0, 4.0, 5.0]","[2125, 3470, 1711, 3886, 2792]","[4361.0, 4982.0, 5056.0, 5056.001, 5056.002]"
5137,5138,"[5.0, 1.0, 4.0, 5.0, 5.0, 5.0]","[4552, 2936, 4601, 2530, 1544, 4802]","[4533.0, 4856.0, 5055.0, 5055.001, 5055.002, 5055.003]"
5138,5139,"[3.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[988, 988, 4105, 289, 18, 3557, 610]","[3933.0, 3933.001, 4343.0, 5009.0, 5010.0, 5010.001, 5010.002]"
5139,5140,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[504, 549, 504, 545, 1194, 1194, 388]","[3549.0, 3549.001, 3549.002, 3549.003, 3549.004, 3549.005, 3642.0]"
5140,5141,"[5.0, 4.0, 3.0, 3.0, 4.0, 4.0, 5.0]","[1649, 920, 914, 914, 920, 1646, 2471]","[3743.0, 3787.0, 3787.001, 3787.002, 3787.003, 3787.004, 4361.0]"
5141,5142,"[5.0, 5.0, 4.0, 4.0, 4.0, 5.0]","[2750, 3504, 384, 373, 1430, 386]","[3581.0, 4002.0, 4166.0, 4268.0, 4268.001, 4401.0]"
5142,5143,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0]","[1237, 2255, 4777, 4777, 4777, 4777, 1177, 1177]","[3096.0, 3140.0, 4226.0, 4226.001, 4226.002, 4497.0, 4858.0, 4858.001]"
5143,5144,"[5.0, 5.0, 5.0, 4.0, 1.0]","[858, 858, 296, 158, 557]","[2184.0, 2184.001, 2203.0, 2208.0, 2208.001]"
5144,5145,"[4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[3925, 3069, 2395, 4977, 4832, 4919, 5310, 3013, 3746, 4316]","[3785.0, 3904.0, 4281.0, 4295.0, 4306.0, 4518.0, 4534.0, 4630.0, 4647.0, 4894.0]"
5145,5146,"[4.0, 5.0, 3.0, 5.0, 2.0, 5.0, 5.0, 5.0, 2.0]","[368, 148, 691, 1973, 2583, 627, 3187, 4598, 5103]","[3109.0, 3109.001, 3627.0, 3873.0, 3964.0, 3964.001, 4220.0, 4325.0, 4446.0]"
5146,5147,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1030, 1030, 404, 118, 39]","[4295.0, 4295.001, 4295.002, 4295.003, 4422.0]"
5147,5148,"[5.0, 4.0, 4.0, 5.0, 5.0]","[3496, 4124, 4134, 2663, 2662]","[3992.0, 4018.0, 4018.001, 4099.0, 4099.001]"
5148,5149,"[5.0, 1.0, 5.0, 5.0, 5.0]","[2450, 2026, 1196, 112, 1196]","[3953.0, 3953.001, 3953.002, 3953.003, 3953.004]"
5149,5150,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0]","[468, 1127, 474, 466, 885, 885, 1547]","[3389.0, 3389.001, 3448.0, 3448.001, 3889.0, 3889.001, 3906.0]"
5150,5151,"[2.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0]","[2252, 2943, 1590, 1593, 4321, 3882, 1594, 4089, 913, 4286, 1879, 2063, 4087, 4088]","[2771.0, 3879.0, 3968.0, 4038.0, 4038.001, 4038.002, 4038.003, 4220.0, 4269.0, 4321.0, 4321.001, 4321.002, 4321.003, 4321.004]"
5151,5152,"[5.0, 5.0, 5.0, 5.0, 5.0]","[970, 1241, 1242, 970, 811]","[3961.0, 3961.001, 3961.002, 3961.003, 3961.004]"
5152,5153,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[750, 283, 2097, 495, 1354, 2041]","[3189.0, 3852.0, 3852.001, 3852.002, 3852.003, 3852.004]"
5153,5154,"[1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3787, 1782, 1328, 50, 54, 3081, 3986, 115, 3747, 783]","[3542.0, 3796.0, 3898.0, 4470.0, 4470.001, 4499.0, 4720.0, 4743.0, 4861.0, 5005.0]"
5154,5155,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 5.0, 2.0]","[1209, 1209, 3527, 2992, 4904, 3999, 3580, 4466, 4832, 4057]","[4218.0, 4218.001, 4273.0, 4352.0, 4352.001, 4434.0, 4557.0, 4557.001, 4557.002, 4602.0]"
5155,5156,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[3002, 3127, 2540, 510, 159, 2710, 2332, 3308]","[3704.0, 3704.001, 3704.002, 3704.003, 3704.004, 3704.005, 3704.006, 3704.007]"
5156,5157,"[5.0, 5.0, 5.0, 5.0, 4.0]","[2252, 864, 864, 9, 1466]","[3694.0, 3774.0, 3774.001, 3774.002, 4192.0]"
5157,5158,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1594, 1594, 1593, 3882, 1594]","[3897.0, 3907.0, 3930.0, 3930.001, 3930.002]"
5158,5159,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1575, 3925, 1653, 4882, 4845, 2604, 4978, 5051, 4224, 5370, 1510, 1511, 1746, 984, 984, 1401, 4746]","[3358.0, 3774.0, 4107.0, 4120.0, 4124.0, 4136.0, 4277.0, 4338.0, 4374.0, 4395.0, 4624.0, 4685.0, 4739.0, 4899.0, 4899.001, 5024.0, 5062.0]"
5159,5160,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1690, 1691, 1003, 1003, 1696]","[3679.0, 3857.0, 3857.001, 3857.002, 3857.003]"
5160,5161,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[862, 862, 1260, 785, 1722, 2643, 3445, 2909, 523]","[931.0, 931.001, 1770.0, 3482.0, 3482.001, 3642.0, 3690.0, 3820.0, 3946.0]"
5161,5162,"[4.0, 5.0, 2.0, 2.0, 5.0, 5.0, 3.0]","[1430, 1438, 174, 178, 18, 610, 3812]","[2428.0, 2826.0, 3725.0, 4376.0, 4485.0, 4485.001, 4486.0]"
5162,5163,"[5.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 1.0, 4.0]","[3806, 4246, 3069, 2819, 3992, 2615, 4980, 5151, 3858, 4364, 3233]","[3814.0, 3849.0, 3871.0, 3956.0, 4151.0, 4284.0, 4306.0, 4439.0, 4612.0, 4635.0, 4972.0]"
5163,5164,"[5.0, 1.0, 5.0, 3.0, 1.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 1.0, 4.0]","[1622, 4154, 1345, 2591, 4880, 4882, 4373, 4751, 1623, 5364, 5384, 4072, 3632, 3467, 2337, 3920]","[3268.0, 3789.0, 3790.0, 4068.0, 4112.0, 4116.0, 4158.0, 4384.0, 4384.001, 4418.0, 4426.0, 4462.0, 4604.0, 4606.0, 5069.0, 5125.0]"
5164,5165,"[1.0, 1.0, 2.0, 2.0, 1.0]","[386, 449, 385, 2899, 377]","[3912.0, 4068.0, 4124.0, 4124.001, 4559.0]"
5165,5166,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3127, 510, 159, 2540, 2332, 3308, 2710, 3002]","[3510.0, 3510.001, 3510.002, 3510.003, 3510.004, 3510.005, 3510.006, 3510.007]"
5166,5167,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[135, 1058, 1058, 1058, 1058, 135]","[3296.0, 3296.001, 3296.002, 3436.0, 3436.001, 3436.002]"
5167,5168,"[5.0, 4.0, 4.0, 4.0, 1.0]","[1415, 1058, 1058, 135, 726]","[3176.0, 3702.0, 3702.001, 3702.002, 3705.0]"
5168,5169,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3127, 3308, 3002, 2710, 2540, 2332, 510, 159, 1262]","[3767.0, 3767.001, 3767.002, 3767.003, 3767.004, 3767.005, 3767.006, 3767.007, 4231.0]"
5169,5170,"[5.0, 5.0, 2.0, 3.0, 3.0]","[1397, 1372, 3806, 953, 953]","[3661.0, 3661.001, 3892.0, 3892.001, 3892.002]"
5170,5171,"[5.0, 5.0, 5.0, 5.0, 3.0]","[1965, 2148, 2148, 1965, 158]","[4083.0, 4083.001, 4083.002, 4083.003, 4157.0]"
5171,5172,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1598, 2198, 3060, 4301, 1589]","[3711.0, 3711.001, 3711.002, 3811.0, 3840.0]"
5172,5173,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1016, 1016, 889, 889, 953, 953, 1409]","[3362.0, 3362.001, 3630.0, 3630.001, 3911.0, 3911.001, 4691.0]"
5173,5174,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1005, 1372, 989, 1005, 989]","[3120.0, 3120.001, 3120.002, 3120.003, 3120.004]"
5174,5175,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[441, 135, 1058, 1058, 3417, 2497, 1466, 2452]","[3583.0, 3808.0, 3808.001, 3808.002, 3808.003, 3809.0, 3811.0, 3824.0]"
5175,5176,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[314, 224, 1073, 1073, 4158, 4227]","[3328.0, 3328.001, 3629.0, 3629.001, 4445.0, 4762.0]"
5176,5177,"[5.0, 5.0, 5.0, 5.0, 5.0]","[2179, 2205, 2212, 2211, 2202]","[3506.0, 3527.0, 4048.0, 4048.001, 4109.0]"
5177,5178,"[5.0, 5.0, 3.0, 3.0, 3.0, 5.0, 3.0, 3.0]","[2149, 1965, 1965, 2148, 2400, 2148, 2148, 1965]","[3253.0, 3430.0, 3430.001, 3430.002, 3430.003, 3430.004, 3459.0, 3459.001]"
5178,5179,"[5.0, 5.0, 1.0, 3.0, 3.0, 5.0, 4.0, 4.0]","[697, 2583, 95, 1046, 1046, 1219, 18, 610]","[4903.0, 4903.001, 4927.0, 4931.0, 4931.001, 4941.0, 4945.0, 4945.001]"
5179,5180,"[4.0, 5.0, 4.0, 5.0, 5.0, 1.0]","[670, 3060, 3274, 4279, 4546, 720]","[2380.0, 4283.0, 4283.001, 4283.002, 4283.003, 4973.0]"
5180,5181,"[3.0, 3.0, 3.0, 3.0, 5.0]","[610, 18, 155, 156, 3816]","[4683.0, 4683.001, 5002.0, 5002.001, 5043.0]"
5181,5182,"[5.0, 3.0, 5.0, 4.0, 3.0, 3.0]","[2750, 2558, 1740, 3504, 1774, 2034]","[3318.0, 3669.0, 3900.0, 3900.001, 4379.0, 4806.0]"
5182,5183,"[4.0, 4.0, 4.0, 4.0, 3.0]","[682, 1088, 1088, 5261, 1651]","[3587.0, 3650.0, 3650.001, 3650.002, 3883.0]"
5183,5184,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5031, 69, 5030, 4476, 5369, 4108]","[4783.0, 4783.001, 4783.002, 4804.0, 4804.001, 4804.002]"
5184,5185,"[4.0, 4.0, 4.0, 5.0, 4.0, 4.0]","[4256, 952, 952, 2643, 847, 2062]","[3838.0, 3838.001, 3838.002, 3838.003, 3838.004, 4396.0]"
5185,5186,"[2.0, 5.0, 3.0, 3.0, 5.0]","[2762, 1711, 1177, 1177, 1860]","[4139.0, 4314.0, 4314.001, 4314.002, 4362.0]"
5186,5187,"[5.0, 5.0, 5.0, 5.0, 5.0]","[1595, 6, 285, 2720, 4416]","[4760.0, 4861.0, 4914.0, 4914.001, 4914.002]"
5187,5188,"[5.0, 5.0, 5.0, 5.0, 5.0]","[157, 860, 860, 1862, 3398]","[3922.0, 3922.001, 3922.002, 3922.003, 3922.004]"
5188,5189,"[5.0, 5.0, 5.0, 2.0, 1.0, 5.0]","[2458, 449, 2788, 2471, 699, 2867]","[3090.0, 3132.0, 3223.0, 3291.0, 3427.0, 3507.0]"
5189,5190,"[5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0]","[859, 859, 1177, 4185, 3101, 1177, 2098, 227]","[4651.0, 4651.001, 4656.0, 4656.001, 4656.002, 4656.003, 4731.0, 4731.001]"
5190,5191,"[5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[2521, 214, 3705, 5083, 5150, 1111, 1111, 502, 1401]","[3295.0, 3504.0, 4110.0, 4342.0, 4353.0, 4449.0, 4449.001, 4510.0, 5027.0]"
5191,5192,"[3.0, 4.0, 5.0, 3.0, 5.0]","[2355, 2280, 2522, 2939, 4401]","[3269.0, 3323.0, 3530.0, 3607.0, 4278.0]"
5192,5193,"[3.0, 3.0, 4.0, 2.0, 4.0, 5.0, 5.0, 4.0, 5.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[5277, 5365, 604, 5353, 4130, 3651, 25, 108, 5128, 3746, 983, 983, 5219, 3344]","[4517.0, 4517.001, 4566.0, 4690.0, 4747.0, 4785.0, 4785.001, 4808.0, 4855.0, 4856.0, 5021.0, 5021.001, 5103.0, 5103.001]"
5193,5194,"[5.0, 5.0, 4.0, 5.0, 5.0]","[267, 268, 1248, 1951, 1561]","[2368.0, 3247.0, 4521.0, 4531.0, 4705.0]"
5194,5195,"[4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0]","[2292, 2250, 2191, 238, 1267, 228, 408]","[3266.0, 3606.0, 3874.0, 3953.0, 4674.0, 4674.001, 5061.0]"
5195,5196,"[3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0]","[2355, 2562, 2110, 4508, 95, 5384, 4377, 2942, 1780, 841, 1746, 25, 983, 983, 4942]","[3304.0, 3553.0, 3952.0, 4157.0, 4171.0, 4414.0, 4620.0, 4627.0, 4640.0, 4680.0, 4740.0, 4743.0, 5022.0, 5022.001, 5047.0]"
5196,5197,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1932, 3584, 1519, 1275, 610, 20, 18, 19]","[4962.0, 5033.0, 5034.0, 5034.001, 5034.002, 5034.003, 5034.004, 5034.005]"
5197,5198,"[3.0, 2.0, 5.0, 2.0, 5.0]","[1753, 1753, 1651, 3120, 4198]","[4082.0, 4082.001, 4383.0, 4677.0, 4677.001]"
5198,5199,"[5.0, 5.0, 5.0, 5.0, 5.0]","[3665, 3661, 486, 1198, 1198]","[3752.0, 3752.001, 4059.0, 4059.001, 4059.002]"
5199,5200,"[5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[2904, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1430, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480, 1480]","[3926.0, 4495.0, 4495.001, 4495.002, 4495.003, 4495.004, 4495.005, 4495.006, 4495.007, 4495.008, 4495.009, 4495.01, 4495.011, 4495.012, 4495.013, 4495.014, 4495.015, 4495.016, 4495.017, 4495.018, 4495.019, 4495.02, 4495.021, 4495.022, 4495.023, 4495.024, 4495.025, 4495.026, 4495.027, 4495.028, 4495.029, 4495.03, 4495.031, 4495.032, 4495.033, 4495.034, 4495.035, 4495.036, 4495.037, 4495.038, 4495.039, 4495.04, 4495.041, 4495.042, 4495.043, 4495.044, 4495.045, 4495.046, 4495.047, 4495.048, 4495.049, 4495.05, 4495.051, 4495.052, 4495.053, 4495.054, 4495.055, 4495.056, 4495.057, 4495.058, 4495.059, 4495.06, 4495.061, 4495.062, 4495.063, 4495.064, 4495.065, 4495.066, 4495.067, 4495.068, 4495.069, 4495.07, 4495.071, 4495.072, 4495.073, 4495.074, 4495.075, 4495.076, 4495.077, 4495.078, 4495.079, 4495.08, 4495.081, 4495.082, 4495.083, 4495.084, 4495.085, 4495.086, 4495.087, 4495.088, 4495.089, 4495.09, 4495.091, 4495.092, 4495.093, 4495.094, 4495.095, 4495.096, 4495.097, 4495.098, 4495.099, 4495.1, 4495.101, 4495.102, 4495.103, 4495.104, 4495.105, 4495.106, 4495.107, 4495.108, 4495.109, 4495.11, 4495.111, 4495.112, 4495.113, 4495.114, 4495.115, 4495.116, 4495.117, 4495.118, 4495.119, 4495.12, 4495.121, 4495.122]"
5200,5201,"[5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0]","[1197, 1197, 4469, 1978, 4471, 3647, 3649]","[3549.0, 3549.001, 3875.0, 4013.0, 4167.0, 4933.0, 4933.001]"
5201,5202,"[3.0, 4.0, 4.0, 5.0, 4.0]","[3007, 3384, 3942, 4029, 3530]","[3670.0, 3718.0, 3850.0, 3876.0, 5104.0]"
5202,5203,"[5.0, 4.0, 5.0, 5.0, 5.0]","[1306, 2076, 2076, 1845, 312]","[2864.0, 2915.0, 3061.0, 3157.0, 3458.0]"
5203,5204,"[4.0, 4.0, 4.0, 4.0, 4.0]","[2291, 3806, 1920, 4662, 4944]","[3647.0, 3816.0, 4251.0, 4569.0, 4636.0]"
5204,5205,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[3000, 1103, 1103, 3566, 1090, 991, 991, 991, 1090, 991]","[3862.0, 3862.001, 3862.002, 3862.003, 4239.0, 4239.001, 4239.002, 4239.003, 4239.004, 4239.005]"
5205,5206,"[1.0, 4.0, 4.0, 4.0, 2.0, 2.0]","[2195, 1579, 2143, 1609, 1209, 1209]","[4171.0, 4195.0, 4200.0, 4201.0, 4349.0, 4349.001]"
5206,5207,"[2.0, 2.0, 4.0, 5.0, 3.0, 3.0]","[860, 860, 2757, 164, 505, 3457]","[1532.0, 1532.001, 3409.0, 3416.0, 3453.0, 3479.0]"
5207,5208,"[5.0, 5.0, 5.0, 5.0, 5.0]","[888, 888, 895, 893, 893]","[3339.0, 3339.001, 3360.0, 3360.001, 3360.002]"
